"ISO3","National Unit","Name","Admin Level","Metric","Units","Year","Value"
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2013,53.3385190716
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2014,55.4175820898
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2015,62.73579737389999
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2016,60.599272090899994
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2017,53.9134001495
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2018,72.65112555159999
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2019,65.5654301523
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2020,46.4279628245
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2021,58.49166252100001
"GHA","Ghana","Ahafo","admin1","Use","in 100 people",2022,57.11133389649999
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2010,75.48193872319999
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2011,76.19388772399999
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2012,81.6129978303
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2013,81.3267708139
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2014,80.7807233683
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2015,83.20723143699999
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2016,83.6955528955
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2017,81.236571127
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2018,87.3925437022
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2019,84.19640543179999
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2020,76.4111106295
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2021,81.82637981190001
"GHA","Ghana","Ahafo","admin1","Use Rate","in 100 people",2022,81.252516106
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2010,23.6942222751
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2011,39.510202511500005
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2012,61.675205117599994
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2013,65.0945171369
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2014,68.2215034916
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2015,75.0174139727
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2016,72.07173142129999
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2017,65.93302198399999
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2018,82.61290204330001
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2019,77.583784846
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2020,60.16075677679999
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2021,70.0021979967
"GHA","Ghana","Ahafo","admin1","Access","in 100 people",2022,68.9923043144
"GHA","Ghana","Bono","admin1","Use","in 100 people",2010,18.4338051098
"GHA","Ghana","Bono","admin1","Use","in 100 people",2011,32.3542077175
"GHA","Ghana","Bono","admin1","Use","in 100 people",2012,52.6187199
"GHA","Ghana","Bono","admin1","Use","in 100 people",2013,51.771605841799996
"GHA","Ghana","Bono","admin1","Use","in 100 people",2014,48.8197885869
"GHA","Ghana","Bono","admin1","Use","in 100 people",2015,54.5664104057
"GHA","Ghana","Bono","admin1","Use","in 100 people",2016,54.326680537399994
"GHA","Ghana","Bono","admin1","Use","in 100 people",2017,48.363314592600005
"GHA","Ghana","Bono","admin1","Use","in 100 people",2018,67.6791883901
"GHA","Ghana","Bono","admin1","Use","in 100 people",2019,60.6767006792
"GHA","Ghana","Bono","admin1","Use","in 100 people",2020,43.711366264
"GHA","Ghana","Bono","admin1","Use","in 100 people",2021,57.81563720449999
"GHA","Ghana","Bono","admin1","Use","in 100 people",2022,56.8101990429
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2010,73.3309380432
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2011,74.5641040201
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2012,79.4326498029
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2013,76.175890823
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2014,71.4100969281
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2015,72.3975037842
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2016,72.78133590629999
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2017,70.40116097319999
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2018,81.52352553589999
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2019,79.1909001934
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2020,71.71715687780001
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2021,78.8383245372
"GHA","Ghana","Bono","admin1","Use Rate","in 100 people",2022,78.6114761369
"GHA","Ghana","Bono","admin1","Access","in 100 people",2010,24.8647815532
"GHA","Ghana","Bono","admin1","Access","in 100 people",2011,42.499681379900004
"GHA","Ghana","Bono","admin1","Access","in 100 people",2012,65.2788746821
"GHA","Ghana","Bono","admin1","Access","in 100 people",2013,67.22308606309998
"GHA","Ghana","Bono","admin1","Access","in 100 people",2014,67.89306065909999
"GHA","Ghana","Bono","admin1","Access","in 100 people",2015,74.8993834278
"GHA","Ghana","Bono","admin1","Access","in 100 people",2016,74.1845275236
"GHA","Ghana","Bono","admin1","Access","in 100 people",2017,68.1007919115
"GHA","Ghana","Bono","admin1","Access","in 100 people",2018,82.2515114471
"GHA","Ghana","Bono","admin1","Access","in 100 people",2019,76.2595390169
"GHA","Ghana","Bono","admin1","Access","in 100 people",2020,60.4003946019
"GHA","Ghana","Bono","admin1","Access","in 100 people",2021,71.9256498007
"GHA","Ghana","Bono","admin1","Access","in 100 people",2022,71.35596998540001
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2010,22.9588257467
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2011,39.0821983979
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2012,60.88988487420001
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2013,60.499670453
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2014,55.7547424147
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2015,58.510442062299994
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2016,55.3939085024
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2017,47.4717709385
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2018,65.1488373294
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2019,58.5380342895
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2020,43.4742116342
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2021,56.29574628190001
"GHA","Ghana","Bono East","admin1","Use","in 100 people",2022,55.854152909999996
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2010,84.7541018443
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2011,85.8237986359
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2012,89.22005789239999
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2013,86.9803760624
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2014,81.35457726679999
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2015,78.2668987875
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2016,74.4032432614
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2017,68.83458791940001
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2018,78.33113099410001
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2019,75.34981168709999
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2020,68.07438544069998
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2021,74.6923080994
"GHA","Ghana","Bono East","admin1","Use Rate","in 100 people",2022,75.2003840334
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2010,26.3307544974
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2011,44.25726424449999
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2012,67.1841786598
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2013,68.9269055414
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2014,68.2697106919
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2015,74.4229760413
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2016,73.7902474341
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2017,67.9243830882
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2018,82.1186982771
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2019,77.00875184280001
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2020,62.586927618199994
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2021,72.89622197620001
"GHA","Ghana","Bono East","admin1","Access","in 100 people",2022,72.3129969661
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2010,14.5919055386
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2011,28.3074445184
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2012,52.8460867429
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2013,44.727817866
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2014,28.397730547600002
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2015,33.3275652623
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2016,47.4568311292
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2017,52.364989458800004
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2018,67.63094059
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2019,59.9969067666
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2020,46.0683404413
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2021,60.1671109577
"GHA","Ghana","Northern East","admin1","Use","in 100 people",2022,59.6904146118
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2010,75.0916214641
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2011,77.52780901610001
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2012,82.9126282863
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2013,73.1943501568
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2014,57.1956988766
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2015,50.9879820537
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2016,57.145360522699995
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2017,63.0404358781
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2018,77.9213545027
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2019,79.0226517956
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2020,74.9694895857
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2021,80.9462046451
"GHA","Ghana","Northern East","admin1","Use Rate","in 100 people",2022,81.55037224339999
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2010,19.126128500100002
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2011,35.358272706
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2012,62.7384497061
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2013,60.19592766740001
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2014,48.8856201245
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2015,63.495496539600005
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2016,81.96102147170001
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2017,82.8251265952
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2018,86.1862662986
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2019,75.66628744949999
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2020,60.944459331
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2021,72.91875298080001
"GHA","Ghana","Northern East","admin1","Access","in 100 people",2022,72.3727939611
"GHA","Ghana","Oti","admin1","Use","in 100 people",2010,14.657832902900001
"GHA","Ghana","Oti","admin1","Use","in 100 people",2011,37.654873252899996
"GHA","Ghana","Oti","admin1","Use","in 100 people",2012,71.1475262113
"GHA","Ghana","Oti","admin1","Use","in 100 people",2013,71.8190729379
"GHA","Ghana","Oti","admin1","Use","in 100 people",2014,57.5619458047
"GHA","Ghana","Oti","admin1","Use","in 100 people",2015,57.5621615194
"GHA","Ghana","Oti","admin1","Use","in 100 people",2016,61.417810857199996
"GHA","Ghana","Oti","admin1","Use","in 100 people",2017,60.5894223684
"GHA","Ghana","Oti","admin1","Use","in 100 people",2018,78.40691359280001
"GHA","Ghana","Oti","admin1","Use","in 100 people",2019,70.7813501347
"GHA","Ghana","Oti","admin1","Use","in 100 people",2020,49.792479523100006
"GHA","Ghana","Oti","admin1","Use","in 100 people",2021,58.16090490510001
"GHA","Ghana","Oti","admin1","Use","in 100 people",2022,56.63635896729999
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2010,82.3735809881
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2011,90.22474858689999
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2012,96.4124411822
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2013,95.25260200929999
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2014,86.72247512870001
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2015,81.5229214903
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2016,81.9980988918
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2017,82.8965027074
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2018,91.4884048119
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2019,88.66837735739999
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2020,77.3822693761
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2021,78.04450678139999
"GHA","Ghana","Oti","admin1","Use Rate","in 100 people",2022,77.20504095589999
"GHA","Ghana","Oti","admin1","Access","in 100 people",2010,17.271742168200003
"GHA","Ghana","Oti","admin1","Access","in 100 people",2011,40.236488761900006
"GHA","Ghana","Oti","admin1","Access","in 100 people",2012,72.8546533587
"GHA","Ghana","Oti","admin1","Access","in 100 people",2013,75.0058646899
"GHA","Ghana","Oti","admin1","Access","in 100 people",2014,66.06763485100001
"GHA","Ghana","Oti","admin1","Access","in 100 people",2015,70.17464915800001
"GHA","Ghana","Oti","admin1","Access","in 100 people",2016,74.55114688719999
"GHA","Ghana","Oti","admin1","Access","in 100 people",2017,72.79962669460001
"GHA","Ghana","Oti","admin1","Access","in 100 people",2018,85.3870351509
"GHA","Ghana","Oti","admin1","Access","in 100 people",2019,79.6000852161
"GHA","Ghana","Oti","admin1","Access","in 100 people",2020,63.670881681900006
"GHA","Ghana","Oti","admin1","Access","in 100 people",2021,72.7012848895
"GHA","Ghana","Oti","admin1","Access","in 100 people",2022,71.75031340059999
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2010,21.3508885359
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2011,37.7219784802
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2012,59.223294260500005
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2013,55.4560055549
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2014,46.7260921778
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2015,51.407826364900004
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2016,55.3081193251
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2017,49.3468889327
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2018,63.046096611
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2019,54.5123461278
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2020,42.1807681321
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2021,56.516068231000006
"GHA","Ghana","Savannah","admin1","Use","in 100 people",2022,56.566541072999996
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2010,82.6091765178
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2011,84.1942879372
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2012,86.5115335494
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2013,81.368677871
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2014,73.394917606
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2015,71.6660619752
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2016,72.6359324612
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2017,69.7994604514
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2018,78.6043603793
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2019,76.47607601559999
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2020,71.9941668436
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2021,77.29240308589999
"GHA","Ghana","Savannah","admin1","Use Rate","in 100 people",2022,78.3574085342
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2010,25.0922722788
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2011,43.4544181811
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2012,67.245610193
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2013,67.0959586273
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2014,62.7073211786
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2015,70.680189728
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2016,75.4818317184
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2017,69.9108137393
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2018,79.0119236944
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2019,70.69919094439999
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2020,57.998839714899994
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2021,71.1208628423
"GHA","Ghana","Savannah","admin1","Access","in 100 people",2022,70.93158830859998
"GHA","Ghana","Western North","admin1","Use","in 100 people",2010,15.9380918354
"GHA","Ghana","Western North","admin1","Use","in 100 people",2011,26.8470427401
"GHA","Ghana","Western North","admin1","Use","in 100 people",2012,46.8521229009
"GHA","Ghana","Western North","admin1","Use","in 100 people",2013,51.6861183836
"GHA","Ghana","Western North","admin1","Use","in 100 people",2014,57.954041478600004
"GHA","Ghana","Western North","admin1","Use","in 100 people",2015,66.8557247458
"GHA","Ghana","Western North","admin1","Use","in 100 people",2016,63.4181572164
"GHA","Ghana","Western North","admin1","Use","in 100 people",2017,56.35084671180001
"GHA","Ghana","Western North","admin1","Use","in 100 people",2018,75.0713646409
"GHA","Ghana","Western North","admin1","Use","in 100 people",2019,67.1979917967
"GHA","Ghana","Western North","admin1","Use","in 100 people",2020,46.6528649229
"GHA","Ghana","Western North","admin1","Use","in 100 people",2021,57.6765509656
"GHA","Ghana","Western North","admin1","Use","in 100 people",2022,56.132247206399995
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2010,70.6415670264
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2011,70.4446167098
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2012,77.9653574188
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2013,81.2166185061
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2014,85.56142028650001
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2015,89.9357426748
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2016,90.3185565177
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2017,86.95400983849999
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2018,89.8066769594
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2019,85.2659981509
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2020,78.2239123102
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2021,83.317964448
"GHA","Ghana","Western North","admin1","Use Rate","in 100 people",2022,82.83413896549999
"GHA","Ghana","Western North","admin1","Access","in 100 people",2010,22.257303573000005
"GHA","Ghana","Western North","admin1","Access","in 100 people",2011,37.252777609800006
"GHA","Ghana","Western North","admin1","Access","in 100 people",2012,59.19508567689999
"GHA","Ghana","Western North","admin1","Access","in 100 people",2013,63.1412712681
"GHA","Ghana","Western North","admin1","Access","in 100 people",2014,67.37552390970001
"GHA","Ghana","Western North","admin1","Access","in 100 people",2015,74.0522131263
"GHA","Ghana","Western North","admin1","Access","in 100 people",2016,69.90493200499999
"GHA","Ghana","Western North","admin1","Access","in 100 people",2017,64.3802371311
"GHA","Ghana","Western North","admin1","Access","in 100 people",2018,83.1949431768
"GHA","Ghana","Western North","admin1","Access","in 100 people",2019,78.4172270425
"GHA","Ghana","Western North","admin1","Access","in 100 people",2020,59.09932465360001
"GHA","Ghana","Western North","admin1","Access","in 100 people",2021,68.07627723489999
"GHA","Ghana","Western North","admin1","Access","in 100 people",2022,66.7802075158
